610233,186,16,3707.98151794938,5
727473,222,17,3707.98151794938,5
558865,169,18,3707.98151794938,5
8266383,132,19,3707.98151794938,5
559239,175,1,3913.04680236312,6
8357086,169,2,3913.04680236312,6
442107,134,3,3913.04680236312,6
549949,169,4,3913.04680236312,6
1196998,355,5,3913.04680236312,6
796574,246,6,3913.04680236312,6
7413365,179,7,3913.04680236312,6
526335,162,10,3913.04680236312,6
501297,157,11,3913.04680236312,6
613400,186,12,3913.04680236312,6
757706,228,13,3913.04680236312,6
640224,195,14,3913.04680236312,6
9722327,264,15,3913.04680236312,6
7411330,166,16,3913.04680236312,6
983101,299,17,3913.04680236312,6
6647918,167,18,3913.04680236312,6
1915061,260,19,3913.04680236312,6
484537,132,20,3913.04680236312,6
11677699,203,21,3913.04680236312,6
679458,206,22,3913.04680236312,6
636486,160,23,3913.04680236312,6
7972742,231,24,3913.04680236312,6
466575,148,25,3913.04680236312,6
601455,140,26,3913.04680236312,6
5657167,140,27,3913.04680236312,6
741923,229,28,3913.04680236312,6
663699,206,29,3913.04680236312,6
747157,230,30,3913.04680236312,6
