526570,166,1,4550.80421939566,1
649529,193,2,4550.80421939566,1
513253,156,3,4550.80421939566,1
814126,243,4,4550.80421939566,1
616488,184,5,4550.80421939566,1
631900,190,6,4550.80421939566,1
470161,144,7,4550.80421939566,1
930445,281,8,4550.80421939566,1
864058,272,9,4550.80421939566,1
640408,187,10,4550.80421939566,1
535457,160,11,4550.80421939566,1
197710,51,13,4550.80421939566,1
11796300,180,14,4550.80421939566,1
427339,134,15,4550.80421939566,1
7337044,153,16,4550.80421939566,1
627474,191,17,4550.80421939566,1
641890,183,18,4550.80421939566,1
467625,137,19,4550.80421939566,1
13491723,252,20,4550.80421939566,1
11538842,212,21,4550.80421939566,1
18851850,342,22,4550.80421939566,1
855085,264,23,4550.80421939566,1
10299154,214,24,4550.80421939566,1
990938,253,25,4550.80421939566,1
869490,260,26,4550.80421939566,1
1384702,280,27,4550.80421939566,1
709026,169,28,4550.80421939566,1
11389305,203,29,4550.80421939566,1
485678,143,30,4550.80421939566,1
631206,151,31,4550.80421939566,1
430123,131,32,4550.80421939566,1
544066,167,33,4550.80421939566,1
16244703,299,1,3840.8700452635,2
8211114,163,2,3840.8700452635,2
14395197,257,3,3840.8700452635,2
738545,233,4,3840.8700452635,2
404062,131,5,3840.8700452635,2
688586,219,6,3840.8700452635,2
5089345,124,7,3840.8700452635,2
1693231,43,8,3840.8700452635,2
5182673,157,9,3840.8700452635,2
614956,154,10,3840.8700452635,2
539241,168,11,3840.8700452635,2
411233,127,12,3840.8700452635,2
616795,191,13,3840.8700452635,2
716267,227,14,3840.8700452635,2
475366,140,15,3840.8700452635,2
800765,245,16,3840.8700452635,2
722608,223,17,3840.8700452635,2
979093,300,18,3840.8700452635,2
663749,208,19,3840.8700452635,2
71474,23,20,3840.8700452635,2
328067,101,21,3840.8700452635,2
505861,162,22,3840.8700452635,2
725705,214,24,3840.8700452635,2
3957209,165,25,3840.8700452635,2
705747,144,1,6539.48640883264,3
4508259,127,2,6539.48640883264,3
796581,221,3,6539.48640883264,3
7692248,142,4,6539.48640883264,3
886120,266,5,6539.48640883264,3
4617520,139,6,6539.48640883264,3
1081230,289,7,6539.48640883264,3
617541,148,8,6539.48640883264,3
867656,247,9,6539.48640883264,3
1662537,215,10,6539.48640883264,3
576780,155,11,6539.48640883264,3
7958581,204,12,6539.48640883264,3
8900369,159,13,6539.48640883264,3
468755,144,14,6539.48640883264,3
8627558,190,15,6539.48640883264,3
2449562,186,16,6539.48640883264,3
451615,131,17,6539.48640883264,3
1009275,300,18,6539.48640883264,3
8939492,160,19,6539.48640883264,3
9804943,171,20,6539.48640883264,3
9336424,170,21,6539.48640883264,3
1677694,317,22,6539.48640883264,3
1811765,134,23,6539.48640883264,3
828574,207,24,6539.48640883264,3
477923,135,25,6539.48640883264,3
1900082,135,26,6539.48640883264,3
14502280,240,27,6539.48640883264,3
18211060,383,28,6539.48640883264,3
9571025,173,29,6539.48640883264,3
11991497,248,30,6539.48640883264,3
5978746,92,31,6539.48640883264,3
9742827,175,33,6539.48640883264,3
678128,186,34,6539.48640883264,3
937753,188,35,6539.48640883264,3
515719,154,36,6539.48640883264,3
476741,144,37,6539.48640883264,3
474661,142,38,6539.48640883264,3
560655,142,39,6539.48640883264,3
2130906,534,40,6539.48640883264,3
669087,196,41,6539.48640883264,3
486966,138,42,6539.48640883264,3
657824,168,43,6539.48640883264,3
5028212,156,44,6539.48640883264,3
1158727,159,45,6539.48640883264,3
11056405,207,1,5224.0972930656,4
10453744,189,2,5224.0972930656,4
20967401,430,3,5224.0972930656,4
2085623,147,4,5224.0972930656,4
783003,205,5,5224.0972930656,4
4579607,268,6,5224.0972930656,4
452737,141,7,5224.0972930656,4
8262526,128,8,5224.0972930656,4
559421,159,9,5224.0972930656,4
1314154,421,10,5224.0972930656,4
797310,231,11,5224.0972930656,4
1544442,434,12,5224.0972930656,4
1009117,303,13,5224.0972930656,4
457513,143,14,5224.0972930656,4
1056708,316,15,5224.0972930656,4
916364,148,16,5224.0972930656,4
3027962,231,17,5224.0972930656,4
4419298,189,18,5224.0972930656,4
444776,136,19,5224.0972930656,4
16407173,275,20,5224.0972930656,4
2256482,231,21,5224.0972930656,4
461134,148,22,5224.0972930656,4
679673,197,23,5224.0972930656,4
704873,218,24,5224.0972930656,4
14187507,227,25,5224.0972930656,4
636115,200,26,5224.0972930656,4
643654,199,27,5224.0972930656,4
664628,208,28,5224.0972930656,4
1143575,210,29,5224.0972930656,4
1104791,340,30,5224.0972930656,4
793074,251,31,5224.0972930656,4
694359,204,32,5224.0972930656,4
812909,247,33,5224.0972930656,4
908008,285,34,5224.0972930656,4
657448,190,35,5224.0972930656,4
816468,250,36,5224.0972930656,4
522317,161,37,5224.0972930656,4
960570,298,38,5224.0972930656,4
604763,185,39,5224.0972930656,4
1572996,473,40,5224.0972930656,4
685186,218,41,5224.0972930656,4
755763,231,42,5224.0972930656,4
3582571,178,43,5224.0972930656,4
1864283,287,44,5224.0972930656,4
466035,144,45,5224.0972930656,4
455352,128,46,5224.0972930656,4
379383,120,47,5224.0972930656,4
533744,158,48,5224.0972930656,4
799935,155,49,5224.0972930656,4
745338,187,50,5224.0972930656,4
722375,217,51,5224.0972930656,4
503360,156,52,5224.0972930656,4
635508,185,53,5224.0972930656,4
473878,140,54,5224.0972930656,4
541346,166,55,5224.0972930656,4
947193,227,56,5224.0972930656,4
951604,205,57,5224.0972930656,4
5426983,158,58,5224.0972930656,4
571209,165,59,5224.0972930656,4
422720,132,1,3707.98151794938,5
678740,185,2,3707.98151794938,5
542246,167,3,3707.98151794938,5
979900,301,4,3707.98151794938,5
295188,91,6,3707.98151794938,5
8686265,173,7,3707.98151794938,5
734804,223,8,3707.98151794938,5
468094,146,9,3707.98151794938,5
466302,144,10,3707.98151794938,5
684591,216,11,3707.98151794938,5
598345,185,12,3707.98151794938,5
426399,133,13,3707.98151794938,5
906644,212,14,3707.98151794938,5
464100,149,15,3707.98151794938,5
